"id","name","title","addedDate","bdr","company","source","status","link","phone","notes","email"
"2424","Vanessa Kerluke","Investor Factors Facilitator","2025-07-11 08:30:17.376","Jess Collins","Performance Group (Real Estate)","Webinar","Converted",,"723-708-2929 x858","Lead from Real Estate industry via Webinar","Nathanial.Nolan@gmail.com"
"2425","Priscilla Koch","Global Division Representative","2025-07-07 12:32:44.506","Stephen Vivian","Data Solutions (Consulting)","LinkedIn","New Lead",,"352.828.7460 x6975","Lead from Consulting industry via Trade Show","Ashley.Ziemann@gmail.com"
"2426","Natasha Runolfsdottir","District Group Officer","2025-06-30 11:10:11.134","Jamie Waite","Digital Innovations Ltd (Finance)","Referral","New Lead",,"768.347.1842 x9715","Lead from Finance industry via LinkedIn","Sarah14@hotmail.com"
"2427","Tabitha Harris","Direct Solutions Engineer","2025-08-05 09:10:40.68","Naeem Patel","Enterprise Solutions (Legal)","Referral","New Lead",,"492.207.9358 x2592","Lead from Legal industry via Cold Email","Jaylin_Nitzsche@hotmail.com"
"2428","Preston Hauck","Senior Web Architect","2025-07-02 10:29:06.096","Stephen Vivian","Prime Business Group (Technology)","Webinar","New Lead",,"1-513-229-1100","Lead from Technology industry via Website Form","Hershel55@yahoo.com"
"2429","Jeremy Casper","Customer Quality Designer","2025-06-19 08:16:24.437","Verity Kay","Business Dynamics (Real Estate)","Referral","New Lead",,"1-356-849-8617","Lead from Real Estate industry via Cold Email","Brennan.Kulas@gmail.com"
"2430","Meghan Hilll DDS","International Integration Agent","2025-07-07 15:14:03.752","Thomas Hardy","Business Dynamics (Marketing)","Cold Email","New Lead",,"(467) 785-5932 x8843","Lead from Marketing industry via Social Media","Noemi_Jast26@hotmail.com"
"2431","Kathy Lind","Lead Metrics Manager","2025-07-28 13:46:03.824","Adel Mhiri","Growth Partners (Hospitality)","Content Marketing","Converted",,"582.861.5872 x61927","Lead from Hospitality industry via Trade Show","Coralie25@yahoo.com"
"2432","Myrtle Johnson","Customer Assurance Representative","2025-08-01 15:17:17.064","Mark Cawston","Digital Innovations Ltd (Finance)","Cold Email","New Lead",,"223.505.2610","Lead from Finance industry via LinkedIn","Angel86@gmail.com"
"2433","Dr. Cassandra Kessler","District Implementation Agent","2025-07-30 16:19:23.943","Thomas Corcoran","Growth Partners (Construction)","Partner","Converted",,"1-529-517-4742","Lead from Construction industry via Website Form","Andre.Jakubowski40@gmail.com"
"2434","Lucas Harris","Principal Solutions Agent","2025-06-26 15:44:29.618","Mark Cawston","Global Systems Inc (Manufacturing)","Social Media","New Lead",,"(626) 740-3810","Lead from Manufacturing industry via Partner","Rogers.Block@yahoo.com"
"2435","Dennis Oberbrunner V","Future Group Analyst","2025-07-14 16:43:53.238","Naeem Patel","NextGen Technologies (Technology)","Website Form","New Lead",,"704.520.4187","Lead from Technology industry via Referral","Sim_Herzog-Hartmann1@hotmail.com"
"2436","Flora Rogahn","Dynamic Data Facilitator","2025-06-20 11:39:40.28","Rupert Kay","Prime Business Group (Legal)","Referral","New Lead",,"1-481-745-6672 x4460","Lead from Legal industry via Social Media","Yvette.Jacobs86@yahoo.com"
"2437","Kellie O'Kon","International Solutions Director","2025-08-04 13:15:37.687","Jennifer Davies","Prime Business Group (Hospitality)","Trade Show","New Lead",,"(800) 787-0649 x115","Lead from Hospitality industry via Referral","Gregorio_Wisozk37@hotmail.com"
"2438","Julio Lebsack","Future Program Executive","2025-06-23 12:37:53.673","Adel Mhiri","Data Solutions (Real Estate)","Social Media","New Lead",,"912-335-4711 x8847","Lead from Real Estate industry via LinkedIn","Beryl_Waelchi47@yahoo.com"
"2439","Claudia Schinner DDS","International Data Coordinator","2025-07-04 16:33:08.212","Dan Reeves","Enterprise Solutions (Retail)","Cold Call","New Lead",,"639.338.9704 x17123","Lead from Retail industry via Cold Email","Laurianne_Mitchell20@hotmail.com"
"2440","Marc Hirthe","Investor Brand Associate","2025-07-07 08:14:40.826","Mark Cawston","Enterprise Solutions (Retail)","Webinar","Converted",,"(612) 596-9952","Lead from Retail industry via Website Form","Willa.Heidenreich@yahoo.com"
"2441","Leslie Cruickshank","Investor Interactions Producer","2025-06-23 12:25:12.029","Dan Reeves","Performance Group (Healthcare)","Website Form","New Lead",,"(756) 833-4359 x977","Lead from Healthcare industry via Content Marketing","Brett_Casper@gmail.com"
"2442","Raul Spinka","Senior Configuration Manager","2025-08-04 16:53:21.897","Dan Reeves","NextGen Technologies (Manufacturing)","Cold Call","New Lead",,"(526) 733-8891 x5277","Lead from Manufacturing industry via Website Form","Manuela_Runte@yahoo.com"
"2443","Derrick Labadie IV","Lead Usability Engineer","2025-07-02 10:34:18.772","Jamie Waite","NextGen Technologies (Finance)","Cold Call","New Lead",,"324.512.0700 x96112","Lead from Finance industry via Referral","Emmet_Koss3@yahoo.com"
"2444","Sophie Halvorson","Customer Communications Agent","2025-07-25 08:35:49.722","Jennifer Davies","Growth Partners (Consulting)","Cold Email","Converted",,"330-206-8452","Lead from Consulting industry via Webinar","Vicenta_Stanton@yahoo.com"
"2445","Misty Langosh","Central Division Agent","2025-07-02 09:30:26.39","Jamie Waite","Strategic Partners (Education)","LinkedIn","New Lead",,"1-228-725-3803 x96453","Lead from Education industry via Cold Email","Orin.Predovic40@hotmail.com"
"2446","Ramona Hartmann","Global Optimization Producer","2025-06-09 10:32:22.769","Jamie Waite","Elite Consulting (Hospitality)","Partner","New Lead",,"1-988-541-3809 x598","Lead from Hospitality industry via Trade Show","Kendra5@yahoo.com"
"2447","Karl Collins","Principal Division Developer","2025-06-06 15:02:17.56","Thomas Hardy","NextGen Technologies (Retail)","Social Media","New Lead",,"719-844-4583","Lead from Retail industry via Trade Show","Rossie64@gmail.com"
"2448","Ricardo Schinner","Central Intranet Assistant","2025-06-30 08:31:01.572","Stephen Vivian","Prime Business Group (Construction)","Partner","New Lead",,"399-629-8632","Lead from Construction industry via Content Marketing","Martin.Lockman@gmail.com"
"2449","Bradford Kunde","Customer Solutions Strategist","2025-07-08 08:18:08.95","Gary Smith","Enterprise Solutions (Real Estate)","Content Marketing","New Lead",,"858.586.2339 x32620","Lead from Real Estate industry via Social Media","Janis67@hotmail.com"
"2450","Steven Reilly","Human Program Agent","2025-06-23 15:26:58.031","Mark Cawston","Data Solutions (Marketing)","Website Form","Converted",,"1-642-332-4441 x69108","Lead from Marketing industry via Social Media","Desmond.Mayert@yahoo.com"
"2451","Mr. Brian Homenick","Lead Data Orchestrator","2025-07-14 14:15:55.867","Jamie Waite","TechCorp Solutions (Construction)","Partner","New Lead",,"480-903-2392","Lead from Construction industry via Social Media","Grayce.Grady42@hotmail.com"
"2452","Glen Glover","Regional Brand Liaison","2025-07-11 15:06:56.609","Rupert Kay","Global Systems Inc (Hospitality)","Website Form","Converted",,"1-333-325-7138 x187","Lead from Hospitality industry via Webinar","Hilda67@yahoo.com"
"2453","Catherine Medhurst","Regional Configuration Supervisor","2025-08-04 14:12:37.897","Dan Reeves","Advanced Analytics (Consulting)","Content Marketing","New Lead",,"1-474-592-1313","Lead from Consulting industry via Content Marketing","Jazmin_Miller@hotmail.com"
"2454","Benny Carroll","Internal Web Designer","2025-06-25 16:17:31.743","Jennifer Davies","Digital Innovations Ltd (Healthcare)","Cold Email","New Lead",,"709-444-5019 x27609","Lead from Healthcare industry via Cold Call","Fletcher_Mueller@gmail.com"
"2455","Barbara Beatty","Forward Assurance Coordinator","2025-06-26 12:44:16.122","Jamie Waite","Growth Partners (Healthcare)","Cold Email","New Lead",,"1-751-730-5058 x9206","Lead from Healthcare industry via Cold Call","Rowan.Fadel23@yahoo.com"
"2456","Dr. Mark Tremblay DVM","Dynamic Communications Designer","2025-08-05 15:34:33.509","Dan Reeves","Strategic Partners (Retail)","Partner","New Lead",,"1-810-344-2779 x6107","Lead from Retail industry via Trade Show","Blaze.Lebsack@gmail.com"
"2457","Olga Lemke","Forward Accountability Supervisor","2025-07-07 13:59:04.004","Thomas Hardy","Innovation Hub (Legal)","Trade Show","New Lead",,"1-525-580-5507 x7316","Lead from Legal industry via Cold Call","Lyda_Greenholt@yahoo.com"
"2458","Dr. Rosemary Lindgren","Internal Research Orchestrator","2025-06-30 12:50:34.18","Naeem Patel","Smart Systems (Consulting)","Content Marketing","New Lead",,"680.743.0410","Lead from Consulting industry via Webinar","Adolph.Jacobson48@yahoo.com"
"2459","Marc Hettinger-Nitzsche","Central Markets Officer","2025-07-28 15:39:27.274","Jennifer Davies","Prime Business Group (Marketing)","Trade Show","New Lead",,"830-411-3613","Lead from Marketing industry via Cold Email","Theo77@gmail.com"
"2460","Pam Batz","Legacy Assurance Director","2025-07-28 09:02:54.549","Jamie Waite","Future Tech (Retail)","Social Media","New Lead",,"(515) 832-9148 x97251","Lead from Retail industry via Partner","Elisha43@yahoo.com"
"2461","Mark Flatley","Customer Metrics Technician","2025-07-17 08:30:31.902","Adel Mhiri","Innovation Hub (Real Estate)","LinkedIn","New Lead",,"381.225.7285","Lead from Real Estate industry via LinkedIn","Paris_Crona@yahoo.com"
"2462","Harold Wisoky","Corporate Assurance Specialist","2025-07-23 12:19:11.418","Mark Cawston","Elite Consulting (Marketing)","Webinar","Converted",,"998.825.2886","Lead from Marketing industry via Cold Email","Dayton.Conn-Runolfsdottir@yahoo.com"
"2463","Winston Spinka","Global Response Specialist","2025-07-29 10:05:01.495","Stephen Vivian","Performance Group (Education)","Webinar","New Lead",,"249.410.9628","Lead from Education industry via Webinar","Rebecca88@yahoo.com"
"2464","Mario Baumbach","Internal Implementation Developer","2025-06-23 09:43:00.326","Verity Kay","Performance Group (Hospitality)","Cold Email","New Lead",,"711.724.1930 x10792","Lead from Hospitality industry via Cold Call","Liliana11@hotmail.com"
"2465","Mr. Conrad Herzog","National Security Consultant","2025-08-04 13:48:02.094","Thomas Corcoran","Growth Partners (Hospitality)","Social Media","Converted",,"407.913.7710 x62971","Lead from Hospitality industry via Cold Call","Camren37@hotmail.com"
"2466","Connie Herzog","Product Implementation Associate","2025-06-17 10:00:41.952","Jamie Waite","Digital Innovations Ltd (Education)","Website Form","New Lead",,"320.737.6908","Lead from Education industry via LinkedIn","Elza.Kuphal@gmail.com"
"2467","Aaron Collier","Global Quality Specialist","2025-07-25 09:07:28.772","Jennifer Davies","Innovation Hub (Retail)","Webinar","New Lead",,"781.767.9710 x0969","Lead from Retail industry via Trade Show","Tyrel51@hotmail.com"
"2468","Barbara Kunde","Investor Metrics Facilitator","2025-06-10 11:10:17.887","Adel Mhiri","Business Dynamics (Retail)","Social Media","New Lead",,"492.680.2359","Lead from Retail industry via Trade Show","Kallie_Berge@hotmail.com"
"2469","Mr. Salvatore Gorczany","Internal Research Director","2025-06-09 11:11:29.835","Stephen Vivian","Business Dynamics (Education)","Webinar","New Lead",,"935-216-0442","Lead from Education industry via LinkedIn","Bart_Brakus54@hotmail.com"
"2470","Jack Kirlin","Chief Applications Technician","2025-07-28 09:30:35.16","Jamie Waite","Global Systems Inc (Real Estate)","Cold Call","Converted",,"438.988.8868 x6090","Lead from Real Estate industry via Cold Call","Colten.Krajcik10@gmail.com"
"2471","Sara Hessel","Dynamic Marketing Executive","2025-06-16 10:13:43.86","Naeem Patel","Global Systems Inc (Healthcare)","Content Marketing","New Lead",,"468-583-5223 x480","Lead from Healthcare industry via Trade Show","Haskell_Roob27@gmail.com"
"2472","Eileen Stark DVM","Legacy Branding Representative","2025-07-28 08:30:14.86","Thomas Corcoran","Data Solutions (Construction)","LinkedIn","New Lead",,"273.461.7688 x40059","Lead from Construction industry via Website Form","Deion_Auer45@hotmail.com"
"2473","Alyssa Kub","District Implementation Facilitator","2025-06-17 13:15:46.434","Adel Mhiri","TechCorp Solutions (Manufacturing)","Referral","New Lead",,"214.486.0746 x62072","Lead from Manufacturing industry via Webinar","Rhea.Batz@hotmail.com"
"2474","Willie Koepp","Product Group Associate","2025-07-28 08:01:42.955","Jess Collins","Innovation Hub (Construction)","Trade Show","Converted",,"648.214.1568 x6099","Lead from Construction industry via LinkedIn","Eugenia_Dooley69@yahoo.com"
"2475","Dr. Carlos Ritchie","Forward Infrastructure Consultant","2025-06-23 10:43:00.133","Gary Smith","Innovation Hub (Real Estate)","Partner","New Lead",,"1-754-619-0801 x3386","Lead from Real Estate industry via Cold Call","Jerome28@hotmail.com"
"2476","Dr. Melanie Sanford","National Infrastructure Administrator","2025-07-21 09:29:41.874","Jamie Waite","Smart Systems (Education)","Trade Show","New Lead",,"(318) 673-5582","Lead from Education industry via Referral","Sally.Powlowski@hotmail.com"
"2477","Eugene Swaniawski","Lead Marketing Strategist","2025-06-11 16:56:31.451","Rupert Kay","TechCorp Solutions (Hospitality)","Referral","Converted",,"762.929.0962 x974","Lead from Hospitality industry via Cold Email","Edyth12@yahoo.com"
"2478","Lee MacGyver","Corporate Configuration Orchestrator","2025-06-16 14:27:47.864","Mark Cawston","Global Systems Inc (Finance)","Cold Email","New Lead",,"(202) 530-2157 x05170","Lead from Finance industry via Website Form","Ara29@gmail.com"
"2479","Bobbie Bechtelar","District Creative Designer","2025-07-21 08:18:41.963","Gary Smith","Performance Group (Finance)","Website Form","Converted",,"981-567-7700 x0339","Lead from Finance industry via Trade Show","Marilyne_Feeney76@hotmail.com"
"2480","Enrique Rowe","Internal Implementation Coordinator","2025-07-29 11:15:07.368","Jennifer Davies","Strategic Partners (Construction)","Website Form","New Lead",,"1-325-471-9000 x490","Lead from Construction industry via Cold Email","Nyah.Bradtke73@hotmail.com"
"2481","Taylor Cartwright-Prosacco","Central Marketing Orchestrator","2025-06-25 11:50:53.283","Dan Reeves","Enterprise Solutions (Healthcare)","Content Marketing","New Lead",,"1-314-667-2656 x07844","Lead from Healthcare industry via Referral","Van83@yahoo.com"
"2482","Mr. Alvin Lakin","Human Metrics Strategist","2025-06-30 14:16:44.185","Jess Collins","Elite Consulting (Hospitality)","Content Marketing","New Lead",,"881-969-7650 x77403","Lead from Hospitality industry via Referral","Stanton_Boyle@yahoo.com"
"2483","Jaime Ratke","District Division Coordinator","2025-06-30 11:32:56.46","Verity Kay","Elite Consulting (Manufacturing)","Website Form","New Lead",,"552-562-5084 x0441","Lead from Manufacturing industry via Referral","Ettie.Schoen@hotmail.com"
"2484","Kristopher Dickinson","Internal Tactics Manager","2025-06-16 12:51:14.796","Dan Reeves","Business Dynamics (Marketing)","Cold Call","New Lead",,"686.756.9774","Lead from Marketing industry via Trade Show","Derick.Ondricka32@yahoo.com"
"2485","Bethany Wyman","Central Operations Liaison","2025-06-30 10:47:59.727","Jamie Waite","Smart Systems (Manufacturing)","LinkedIn","New Lead",,"518.322.9842 x9404","Lead from Manufacturing industry via Webinar","Precious.Trantow@yahoo.com"
"2486","Patricia Jast","Principal Marketing Analyst","2025-07-31 16:29:56.935","Mark Cawston","Smart Systems (Education)","Social Media","New Lead",,"1-838-723-2958 x5071","Lead from Education industry via Website Form","Aliza.Boehm27@gmail.com"
"2487","Claude Bernier","Direct Applications Architect","2025-07-21 13:20:08.379","Jamie Waite","NextGen Technologies (Finance)","Cold Email","New Lead",,"1-513-575-0516","Lead from Finance industry via Content Marketing","Courtney83@gmail.com"
"2488","Winifred Okuneva","Dynamic Mobility Producer","2025-06-18 08:01:17.582","Jennifer Davies","Advanced Analytics (Education)","Cold Call","Converted",,"1-263-859-2371 x2651","Lead from Education industry via Partner","Beverly_Towne@gmail.com"
"2489","Mr. Woodrow Keebler","Human Applications Developer","2025-06-30 09:44:52.862","Verity Kay","Digital Innovations Ltd (Construction)","Trade Show","New Lead",,"1-497-955-0755 x89811","Lead from Construction industry via Partner","Kianna84@yahoo.com"
